org_name,dance_style,url,event_type,event_name,day_of_week,start_date,end_date,start_time,end_time,price,location,description
Za Thomaier,,https://www.facebook.com/events/1120355202828169/,social dance,,Friday,2025-02-07,2025-02-07,19:00,,,Za Thomaier in Victoria,
