event_id,building_name,full_address,address_id
2364,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2368,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2369,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2370,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2372,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2373,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2374,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2375,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2376,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2383,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2384,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2391,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2386,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2395,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2399,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2401,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2402,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2404,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2408,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2409,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2410,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2421,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2423,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
